Question,Answer
Poster kahan pe hai?,Wall pe
Woh CDs ko kahan rakh rahi hai?,Shelves par
CDs kahan par hain?,Shelves par
Kon sa preposition 'ke bawajood' kay baraber istemal hota hai?,despite
'doran' ka English mai kya matlab hota hai?,during
'because of' ka Urdu translation kya hota hai?,ki wajah se
'ki bajaye' is used for which English preposition?,instead of
Prepositions ki bareekiyat se qayd honay ki kiya wajah hai?,Is liye ke shruati satah per aap un sab ko istemal nahi karenge.
Course book mein prepositions ka taqseem kis tarah kiya jata hai?,Course book mein unhe groups mein taqseem kiya jata hai takay yaad rakhna aapke liye asan ho.
Muqami istemal ke aitbar se prepositions yaad rakhnay ka kiya faida hai?,Is se ye maloom ho jata hai ke kab inhe istemal karna hai.
Kon sa preposition kon sa case leta hai?,Ye maloom karna zaruri hai ke kon sa preposition kon sa case leta hai.
Maqami istemal ke liye English title aur content ko Roman Urdu mein kyun tahreer karna behtar hai?,"Maqami istemal ke liye, English title aur content ko Roman Urdu mai tahreer karne se samajhne aur parhne mein asani hoti hai."
Roman Urdu mein tahreer karne ke kiya fawaid hain?,"Roman Urdu mein tahreer karne se local logon ke liye samjhna asan ho jata hai, kyun ke woh apni zaban mein content parh sakte hain."
English title aur content ko Roman Urdu mein tahreer karne ka tariqa kya hai?,"English title aur content ko Roman Urdu mein tahreer karne ke liye, pehle English content ko samjhen, phir uski basic samajh ko Roman Urdu mein beyan karen."
English title aur content ki Roman Urdu mein kis tarah se asani se parhi ja sakti hai?,"English title aur content ko Roman Urdu mein asani se parhne ke liye, humein usko simple aur seedhe alfaz mein likhna chahiye."
What mode of transportation does the individual usually use?,The individual usually goes by car.
Where is the individual heading for the weekend?,The individual is going to Berlin for the weekend.
Accusative aur dative case me kya difference hai?,"Accusative case ek grammatical case hai jis mein noun ya pronoun direct object ki tarah kaam karta hai, matlab ki action direct us par ho rahi hai. Dative case bhi ek grammatical case hai lekin yahan noun ya pronoun indirect object ki tarah kaam karta hai, matlab ki action usko indirectly affect kar rahi hai."
Accusative case ka kis tarah se use hota hai?,"Accusative case tab use hota hai jab noun ya pronoun sentence me direct object ki tarah kaam kar raha ho. Jaise, 'Meine ek kitab padhee.' Yahan 'kitab' accusative case me hai kyunki action (padhna) direct is par ho raha hai."
Dative case ka kis tarah se use hota hai?,"Dative case tab use hota hai jab noun ya pronoun sentence me indirect object ki tarah kaam kar raha ho. Jaise, 'Meine Bittu ko ek kitab di.' Yahan 'Bittu' dative case me hai kyunki action (dena) usko indirectly affect kar rahi hai."
"Beim, ans, im jaise sankshipt roop ke kya meanings hote hain aur inka kis tarah se use hota hai?","Beim, ans, im sankshipt roop hote hain jinke full forms hote hain 'bei dem', 'an das', 'in dem' respectively. Ye German prepositions hain jo 'at the', 'to the', 'in the' ke equivalents hain English me. Ye tab use hote hain jab hum kisi place, time ya situation ki baat karte hain."
What are adjective endings?,"Adjective endings refer to the changes that an adjective undergoes to show different aspects such as quantity, degree, comparison, order etc."
How does an adjective change to indicate a comparative form?,An adjective changes to indicate comparative form by adding '-er' at the end.
What is the usual ending of adjectives showing superlative form?,Adjectives that show the superlative form usually end with '-est'.
Do adjectives depicting quantity or degree undergo changes in their endings?,"No, adjectives that depict quantity or degree typically do not undergo changes in their endings."
Adjectives kiya hote hain?,Adjectives woh alfaz hote hain jo ek noun ke bare mein mazeed maalumaat dete hain.
Adjectives ka kya kaam hota hai?,Adjectives ka kaam hota hai ek noun ke baray main mazeed malomaat dena.
Adjective ka istemal kis cheez ko describe karne ke liye hota hain?,Adjective ka istemal kisi bhi cheez ko ya halat ko describe karne ke liye hota hain.
Kya adjectives noun ko describe karti hain?,"Jee haan, adjectives noun ko describe karti hain."
Adjective kahan a sakta hai?,Ek adjective noun ke baad ya uske pehle a sakta hai.
Adjective apne form ko kya nahi karta?,Adjective kabhi apne form ko change nahi karta.
English main adjective ka istemal kyun nahi masla hota hai?,English main adjective ka istemal koi masla nahi hota kyunki adjective apne form ko kabhi change nahi karta.
English me noun k baad ya uske pehle kya a sakta hai?,English me noun ke baad ya uske pehle adjective a sakta hai.
German main adjective ka position kis cheez pe farq karta hai?,Adjective ka position German main aam taur pe bohot farq karta hai.
German language ke kis aspect pe paragraph focus kar raha hai?,Paragraph German language ke 'Adjective endings' aspect pe focus kar raha hai.
1. Is the adjective altered when it follows the noun in the sentence 'Computer naya hai'?,"1. Nahi, jab adjective noun ke baad aata hai toh woh change nahi hota."
2. What does the sentence 'Exhibition dilchasp hai' tell us?,2. Ye sentence batata hai ke exhibition dilchasp ya interesting hai.
3. What happens to an adjective when it comes after the noun it describes?,3. Adjective jo noun ko describe kar raha hota hai jab woh noun ke baad aata hai toh woh nahi badalta.
4. Can you give an example of a sentence where an adjective comes after a noun?,"4. Haan, 'Computer naya hai' aur 'Exhibition dilchasp hai' sentence me adjective noun ke baad aarha hai."
Kya adjectives noun se pehle aate hai?,"Haan, adjectives noun se pehle aate hai."
Adjective ko noun se pehle lagane par kya karte hai?,Adjective ko noun se pehle lagane par usme ending daalte hai.
Computer naya hai. sentence me adjective kaun sa hai?,Naya adjective hai.
Ye naya computer hai. sentence me adjective kaun sa hai orr wo kaha par hai?,Naya adjective hai orr ye noun computer se pehle hai.
1. Khatma noun ki kya ko darshata hai?,1. Khatma noun ki jins ko darshata hai.
2. Adjective kis irrada se mila hua hota hai?,"2. Adjective ya to nae irrada (ein, eine) se mila hua hota hai ya muqarrara irrada (der, die, das) se."
3. Noun se pehlay baghair article ke kis cheez kbaray mein zikr ho raha hai?,3. Noun se pehlay baghair article ke istemaal ke bare mein zikr ho raha hai.
4. Khatmay kis tarah hotay hain?,4. Khatmay ya to bohot sare aik jaise hote hain ya kuch nikal jate hain.
Sifat nominative case mein kis tarah khatmay kaam karte hain?,"Sifat nominative case mein noun ke sath mil kar iska khatma karta hai. Jaisay 'Yeh aik naya computer hai', 'Yeh aik dilchasp numaish hai' ya 'Yeh aik boring kitab hai'."
Muqarrara article ki kami mein sifat kiya karta hai?,"Muqarrara article ki kami mein, sifat muqarrara article khatmay leta hai (-er, -e, -es)."
Sifat noun ko kis tarah 'mark' karta hai?,"Sifat noun ko 'mark' karta hai yaani isay mardana, femimine ya khushki hota hai."
Kitnay aur kon kon se examples diye gaye hain nominative case sifat ke?,"Teen examples diye gaye hain. 'Yeh aik naya computer hai', 'Yeh aik dilchasp numaish hai' aur 'Yeh aik boring kitab hai'."
Q1: Kya Claudia ne kya khareeda?,A1: Claudia ne aik naya computer khareeda hai.
Q2: Kis tarah ki numaish mein woh ja raha hai?,A2: Woh aik dilchasp numaish mein ja raha hai.
Q3: Woh kis tarah ki kitab parh raha hai?,A3: Woh aik boring kitab parh raha hai.
Dative case mein adjective endings kis tarah shamil hote hain?,Adjective endings Dative case mein '-en' ke saath shamil hote hain.
Dative case mein Articles mein kya tabdeelian zaruri hoti hain?,Dative case mein Articles mein zaruri modifications/tabdeelian karne hoti hain.
 'Mit einem neuen Computer' ko English mein kya kehte hain?,'Mit einem neuen Computer' ko English mein 'With a new computer one can work faster.' kehte hain.
 'Sie trafen sich auf einer interessanten Ausstellung.' ka English translation kya hoga?, 'Sie trafen sich auf einer interessanten Ausstellung.' ka English translation 'They met at an interesting exhibition.' hoga.
What do the endings also apply to when they occur after the adjective?,"The endings also apply when possessives (mein, dein, sein, etc.) or negative kein follow the adjective."
What does 'Das ist mein neuer Computer.' translate to in English?,The English translation of 'Das ist mein neuer Computer.' is 'This is my new computer.'
What does 'Das ist keine gute Ausstellung.' translate to in English?,The English translation of 'Das ist keine gute Ausstellung.' is 'This is not a good exhibition.'
What are examples of possessives that can follow adjectives?,"Examples of possessives that can follow adjectives include mein, dein, sein, etc."
Indefinite article 'a'/'ein' ko kya plural forms ke liye istemal kar sakte hain?,"Nahi, indefinite article 'a'/'ein' ko plural forms ke liye istemal nahi kiya ja sakta."
Possessives aur 'kein' ke baad adjectives mein kaun sa inflection add hota hai?,"Possessives aur 'kein' ke baad, tamam adjectives mein '-en' inflection add hota hai."
Inflection '-en' kis cheez ke liye istemal hota hai?,Inflection '-en' Possessives aur 'kein' ke baad aane wale adjectives ke liye istemal hota hai.
Plural forms ke rules aur details kahan se hasil ki ja sakti hain?,Plural forms ke rules aur details table se hasil ki ja sakti hain.
Kya ye overview sabhi adjective endings ka hai jo indefinite article ke baad aati hain?,"Ji han, ye overview sabhi adjective endings ka hai jo indefinite article ke baad aati hain."
Kya genitive case ke liye endings is overview mein shamil ki gai hain?,"Ji han, genitive case ke liye endings is overview mein shamil ki gai hain."
Kya aap ye endings baad mein istemal karsakte hain?,"Ji han, aap ye endings shayad baad mein istemal karenge."
Ye overview kis cheez ka hai?,Ye overview adjective endings ka hai jo indefinite article ke baad aate hain.
How does the pattern of adjectives used without names resemble?,The pattern of adjectives used without names resembles the pattern of an indefinite article.
What is the main function of the adjective when used without a name?,The main function of an adjective when used without a name is to act as a 'marker' for the noun.
Do adjectives without names change in nominative and accusative singular form?,"No, adjectives used without names are identical in nominative and accusative singular form."
Is the pattern of adjectives without names identical to that of the indefinite article?,"Yes, the pattern of adjectives used without names is identical to that of the indefinite article."
German wine ki kya quality hai?,German wine hamesha meethi hoti hai
Italian pizza ki kya khasiyat hai?,Italian pizza buhat popular hai
Czech beer ka kaisa taste hota hai?,Czech beer achi hoti hai
"German wine, Italian pizza aur Czech beer kaise popular hai?","German wine apni meethas ke liye, Italian pizza apni popularity ke liye, aur Czech beer apne taste ke liye jaani jati hain"
Kaun sa wine pasand hai 'Er' ko?,Er' ko German wine pasand hai.
Kis tarah ka pizza 'Sie' ko pasand hai?,'Sie' ko Italian pizza pasand hai.
Kaun sa beer 'Er' peeta hai?,Er' Czech beer peeta hai.
Kya 'Er' ko tschechishes beer pasand hai?,"Han, 'Er' ko tschechishes beer pasand hai."
German wine ke saath konsi cheez achi lagti hai?,Fisch yaani machli German wine ke saath achi lagti hai
Italian pizza ke baare mein aapka kya khayal hai?,"Ye ek persoanl preference ya ray hai, lekin generally, log Italian pizza ko pasand karte hain."
Czech beer se aapko kya nahi hoga?,Czech beer se aapko hangover yaani 'katarr' nahi hoga.
Kis tarah ka bhojan German wine ke saath accha lagta hai?,"Phir se, ye ek personal preference hai, lekin kuch logon ko machli German wine ke saath acchi lagti hai."
Nominative aur Accusative cases mein plural form ke liye kaun sa letter add karte hain?,Nominative aur Accusative cases mein plural form ke liye 'e' letter add karte hain.
Dative case ke liye plural form mein kaun sa ending use hota hai?,Dative case ke liye plural form mein 'en' ending use hota hai.
Plural form ke liye kya rules follow kiye jate hain ka detail mein kaha mil sakta hai?,Plural form ke liye jo rules follow kiye jate hain unki tafseelat paragraph mein di gayi table se mil sakti hai.
"Nominative, accusative and dative cases ka plural form kis tarah se banaya jaata hai?","Nominative aur Accusative cases mein plural form ke liye 'e' add kiya jata hai, jabke dative case mein plural form ke liye 'en' ending use ki jati hai."
"What happens when definite articles (der, die, das) are available to mark the noun's gender clearly?","When definite articles are available, they clearly mark the gender of the noun. All adjectives add '-e'."
How do the demonstrative adjectives change based on the gender of the noun?,The demonstrative adjectives add '-e' to all genders of the noun.
How would you translate 'Der blaue Rock sieht gut aus' to English?, 'Der blaue Rock sieht gut aus' can be translated to English as 'The blue skirt looks good'.
Where does 'Das blaue Hemd' come from according to the given paragraph?,'Das blaue Hemd kommt aus Italien.' can be translated to English as 'The blue shirt comes from Italy.'
"Accusative Case mei, mardana sangya ke baad kya joda jata hai jab nominative mein samaanantaran roopta hote hain?","Accusative Case mei, mardana sangya ke baad '-en' joda jata hai jab nominative mein samaanantaran roopta hote hain."
"Examples ke adhaar par, kis color ke rock, jacke aur hemd ki baat ki gayi hai?","Examples ke adhaar par, neela rock, hara jacke aur neeli hemd ki baat ki gayi hai."
What is added to adjectives in the dative case in German?,"In the dative case, the adjective is typically followed by the ending '-en'."
What does the sentence 'Sie trägt ihren Mantel mit dem blauen Rock/der grünen Jacke/dem blauen Hemd.' mean?,The sentence means 'She wears her coat with the blue skirt/green jacket/blue shirt.'
What is added to all plural forms in the dative case?,All plural forms in the dative case also add '-en'.
Can you give examples of adjective endings in the dative case with plural forms?,"The examples mentioned in the paragraph are 'dem blauen Rock' (the blue skirt), der grünen Jacke (the green jacket), and 'dem blauen Hemd' (the blue shirt)."
What are some examples of Maeyaar-baaz modifiers?,"'Dieser' (this/these), 'jeder' (each/every), and 'welcher' (which/what) are examples of Maeyaar-baaz modifiers."
What sentence pattern do Maeyaar-baaz modifiers follow?,Maeyaar-baaz modifiers follow the pattern of the definite article and require the same adjective endings.
Can you provide an example using the 'dieser' Maeyaar-baaz modifier?,An example using the 'dieser' Maeyaar-baaz modifier is 'This blue skirt costs only 20 euros.' or in Hindi 'Ye neeli skirt sirf 20 euro ki hai.'
Can you give an example where the Maeyaar-baaz modifier 'jeder' is used?,An example of using the 'jeder' Maeyaar-baaz modifier is 'Each new shirt comes from London.' or in Hindi 'Har nai shirt London se aati hai.'
Q1: Comparative and superlative adjectives apni endings kab change karte hain?,"A1: Jab ek noun ke saamne hota hai, tab comparative and superlative adjectives apni endings change karte hain."
Q2: 'They bought a bigger house.' - Is sentence ka kya matlab hai?,A2: Is sentence ka matlab hai ki unhone ek bada ghar khareeda.
"Q3: Kahan se behtareen wine aati hai, according to the text?","A3: Behtareen wine Italy se aati hai, according to the text."
Q4: Comparative and superlative adjectives ka kya kaam hota hai?,A4: Comparative and superlative adjectives ka kaam hota hai ek noun ke comparison ko show karna.
"What are the German phrases mentioned for 'blue skirt', 'green jacket', 'blue shirt' and 'new shoes'?","'Den blauen Rock', 'die grüne Jacke', 'das blaue Hemd', 'die neuen Schuhe'."
What is the overview in the paragraph about?,The overview is about all adjective endings after the definite article in German.
Does 'das blaue Hemd' refer to a 'blue shirt' or a 'green jacket'?,'Das blaue Hemd' refers to a 'blue shirt'.
What is the term used in the example for 'new shoes'?,The term used for 'new shoes' is 'die neuen Schuhe'.
What does 'Salam-o-Alaikum' mean in English?,'Salam-o-Alaikum' means 'Peace be upon you' in English.
What did the individual buy according to the text?,"According to the text, the individual bought an interesting book."
What was the cost of the new computer?,The text mentions that the new computer was very expensive.
What doubt does the speaker have?,The speaker doubts about the blue suit.
Sifat Naam ke pehle aur baad mein rakh sakte hain. Kaun se sifat naam ko shuru karna chahiye?,"Sifat Naam shuru karte waqt, hum unhe alfaz ke saath use kar sakte hain jinhen hum describe kar rahe hain. Misal ke liye, 'Accha beta' iss mein 'accha' sifat naam hai jo beta ke bare me kuch batata hai."
Tum definite article ke baad adjective endings yaad rakh sakte ho?,"Jee haan, definite article ke baad adjective endings hum yaad rakh sakte hain. Aam taur par, adjective endings '-e' ya '-en' hote hain jab definite article (der, die, das) ka use kiya jata hai."
Tum indefinite article ke baad adjective endings yaad rakh sakte ho?,"Jee haan, indefinite article ke baad adjective endings bhi hum yaad rakh sakte hain. Aam taur par, adjectives ke ending '-er' ya '-es' hote hain jab indefinite article (ein, eine) ka use kiya jata hai."
"Tum yaad rakh sakte ho, jab koi article istemal na ho to adjective endings kia honi chaiye?","Jab koi article istemal na ho, adjective endings '-er', '-e', ya '-es' hoti hain. Iska matlab hai ki adjective ko sifat k zariye describe karne ke lie, sifat naam ko izafa kia jata hai."
What is similar in the formation and use of numbers in German and English languages?,The formation and usage of numbers in German and English languages bear high similarity.
What is remarkable about the use of ordinal numbers in German?,"In German language, the usage of ordinal numbers requires endings, differentiating them from normal numbers."
What are ordinal numbers referred to as in German language?,Ordinal numbers are referred to in a manner similar to adjectives in the German language.
What is required to use ordinal numbers in German language?,"The use of ordinal numbers in German language requires endings, similar to how adjectives are used."
Kaise form kiye jate hain 13 se 19 tak k numbers German mein?,German mein 13 se 19 tak k numbers 'zehen' yaani 'ten' k sath form kiye jate hain.
Kya 16 aur 17 mein kuch characters drop kiye jate hain German mein?,"Haan, German mein 16 aur 17, sechzehn aur siebzehn, mein s aur en respectively drop kar diye jate hain."
German mein 0 se 20 tak k numbers kya hain?,"German mein 0 se 20 tak k numbers yeh hain: 0 null, 1 eins, 2 zwei, 3 drei, 4 vier, 5 fünf, 6 sechs, 7 sieben, 8 acht, 9 neun, 10 zehn, 11 elf, 12 zwölf, 13 dreizehn, 14 vierzehn, 15 fünfzehn, 16 sechzehn, 17 siebzehn, 18 achtzehn, 19 neunzehn, 20 zwanzig."
13 se 19 tak k numbers mein kya common element hota hai German mein?,German mein 13 se 19 tak k numbers mein 'zehen' yaani 'ten' common element hota hai.
Kis word ko dreiβig mein ß ki bajaye z se spell kiya jata hai?,Dreiβig mein 'z' ki bajaye 'ß' se spell kiya jata hai.
Sechzig mein konsa word drop kar dia jata hai?,Sechzig mein 's' word drop kar dia jata hai.
Siebzig mein konsa word use hota hai?,Siebzig mein 'en' word use hota hai.
Kis number ko achtzig keh jata hai?,Number '80' ko achtzig keh jata hai.
What is the procedure to form numbers above 20 in German?,"Numbers above 20 in German are formed by first stating the unit number, then 'und' and then tens. For example, it will be one-and-twenty (einundzwanzig) for 21."
Why is the formation of numbers in German different from English?,"The formation of numbers in German differs from English as in English, first tens comes and then the single unit, such as twenty-one, whereas in German it becomes one-and-twenty (einundzwanzig)."
How does the number 'one' change in German when forming numbers over 20?,"In the German numbers over 20, the 's' is dropped from 'eins' to become 'ein', like einunddreißig (31) and einundvierzig (41)."
Can you translate some numbers more than 20 into German based on the given method in the text?,"Examples of numbers above 20 are: 21 is 'einundzwanzig', 32 is 'zweiunddreißig', 44 is 'vierundvierzig', 56 is 'sechsundfünzig', etc."
Kaise number banaya jata hai hundred ki tadaad ke saath?,"Number banane ke liye pehle hundred ki tadaad do, phir tens aur units add karein jaisa upar explain kiya gya hai."
Kya modern German mein 'hundert' ke baad 'und' jodte hain?,Modern German main normally 'hundert' ke bad 'und' nahi jodtay.
Kaise numbers banaye jaate hai 1000 se upar?,"1000 se uper numbers banane ke liye, usse bhi higher units add karte hain. Jaise 1020 German mein '(ein)tausendzwanzig' kehlayega."
Kya 7455 ka German mein kya naam hai?,7455 German mein 'siebentausendvierhundertfünfundfünfzig' hai.
1. German mein tamam adad kis tarah likhay jatay hain?,1. German mein tamam adad aik hi lafz ke tor par likhay jatay hain.
2. German mein aik million se zayada ke adad kaise likhay jatay hain?,2. German mein aik million se zayada ke adad alag-alag likhay jatay hain.
"3. Misal ke tor par, eine Million einhunderttausend German mein kya hota hai?",3. Eine Million einhunderttausend German mein 1 100 000 hota hai.
4. Zehn Millionen achthunderttausend German mein kya hota hai?,4. Zehn Millionen achthunderttausend German mein 10 800 000 hota hai.
Ordinal numbers kis tarah German mein kaha jata hai?,"German mein ordinal numbers tarikhain adad ('pehla', 'dosra' etc.) ko kehte hain. Numbers up to 19 ke liye '-te' shamil karte hain aur numbers from 20 ke liye '-ste' shamil karte hain."
Ordinal numbers German mein kis type ki information provide kartay hain?,"Ordinal numbers aam tor par aik noun ke bare mein ziada maloomat dete hain. Jaise 'February ka pehla', yeh batata hai kis mahine ka kon sa din hai."
Preposition ke aagey Dative case mein ordinal number ko kis tarah kahe jaata hai?,"Aksar agar aik ordinal number ke aage dative case mein preposition ho, to us par dative ending lagati hai, '-n' shamil karke. Misal ke tor par, 'am vierzehnten Mai' ya 'am dreißigsten April'."
"In examples 'am vierzehnten Mai' and 'am dreißigsten April', what does vierzehnten and dreißigsten mean?",'Vierzehnten' aur 'dreißigsten' German mein 'chouda' aur 'tees' ko represent karte hain.
1) Kis adad tak tarteeb shaamil ki gai hai?,1) Tarteeb unnis (19) Adad tak shaamil ki gai hai.
2) vierte (chotha) ka kya matlab hai?,2) vierte (chotha) ka matlab hai chautha.
3) 'Heute ist der sechste Mai' sentence ka kiya matlab hai?,3) 'Heute ist der sechste Mai' ka matlab hai Aaj chh May hai.
4) 'zweite (dosra)' sentence ka kiya matlab hai?,4) 'zweite (dosra)' ka matlab hai dosra.
1. What is the irregular form for 'the first'?,der erste
2. What is the irregular form for 'the third'?,der dritte
3. What is the irregular form for 'the seventh'?,der siebte
4. How many irregular forms are mentioned in the paragraph?,3
1. Kis tarah 20 se agay tamam numbers ke liye tareeqa kar kiya jata hai?,1. Beeswi se aage tamam numbers k liye -ste shamil kiya jata hai.
2. Twentieth ki kya misal di gayi hai?,2. Misalein einundzwanzigste aur einunddreißigste hain.
3. 'Heute ist der fünfundzwanzigste Mai.' ka kya matlab hai?,3. Iska matlab hai 'Aaj May ki 25vi tarikh hai.'
4. Kya humein sirf bees k liye tareeqa kar use karna chahiye?,"4. Nahi, yeh tareeqa 20 se aage ke tamam numbers k liye use kiya jata hai."
Taarikh ke sath German me 'am' ka istemaal kyun hota hai?,German me taarikh ke sath 'am' ka istemal hota hai kyonki wo batata hai ki koi event kisi khaas tareekh par hua hai.
'Am' par kiss case ki ending lagti hai?,'Am' par dative case ki ending lagti hai.
'Am' kya represent karta hai?,'Am' (an + dem) ko represent karta hai.
-te aur -ste endings me extra -n kyun shamil hota hai?,-te aur -ste endings me extra -n isliye shamil hota hai kyunki 'am' ke baad dative case aati hai.
Konsa harf jar dative case ke sath jata hai?,"Dative case ke sath jany waley harf jar mien 'seit', 'von' aur 'zu' shamil hain."
"Seit, von aur zu ka kiya matlb hai?","'Seit' ka matlb 'since'/'from' hota hai, 'von' ka matlb 'from' hota hai aur 'zu' ka matlb 'until' hota hai."
Harf jar 'seit' ka kiya matlab hai?,Harf jar 'seit' ka matlab 'since'/'from' hota hai.
Harf jar 'zu' ka kia matlb hota hai?,Harf jar 'zu' ka matlb 'until' hota hai.
Kya German me saal ka hawala dete hue 'in' ka istemal hota hai?,"Nahi, German me saal ka hawala dete hue 'in' ka istemal nahi hota hai."
Kis tarah German me saal ka zikar kiya jata hai?,German me saal ka zikar karne ke liye 'in' ka istemal nahi kiya jata. Ye English ki tarah nahi hota.
Kya English or German me saal ka hawala dete hue koi farq hai?,"Haan, English or German me saal ka hawala dete hue kafi farq hai. English me 'in' ka istemal hota hai jabki German me nahi."
Kya English me saal ka hawala dete hue 'in' ka istemal hota hai?,"Haan, English me saal ka hawala dete hue 'in' ka istemal hota hai."
What significant event happened to the Berlin Wall in 1989?,The Berlin Wall fell in 1989.
How can the falling of the Berlin Wall in 1989 be described?,It was described as 'Die Berliner Mauer girya 1989 mein' or 'Berlin ki Dewaar 1989 mein gir gayi thi'.
When was Goethe born?,Goethe was born in the year 1749.
In what style was Goethe's birth year written?,Goethe's birth year was written as 'siebzehnhundertneunundvierzig' or 'Goethe wurde im Jahre 1749'.
What is the structure used to write out numbers in the context of Germany's important events and festivals?,"In the context of Germany's important events and festivals, the structure used to write out numbers is 'der erste', 'der zweite' etc."
"How badelle 'the first', 'the second', etc in the given context?","In the given context, 'the first', 'the second' can be written out as 'der erste', 'der zweite' respectively."
What is the relevance of numbers in the context of describing important events and festivals in Germany?,"In the description of important events and festivals in Germany, numbers are used to enumerate or sequence the events or elements."
"What does 'der erste', 'der zweite' mean in the context of important events and festivals in Germany?","'Der erste', 'der zweite' in the context of Germany's important events and festivals mean 'the first', 'the second' respectively."
Q1: Kisi ne saat January ko kis event ke liye janam liya?,A1: Saat January ko janam lene waale ka zikr paragraph me nahi hai.
Q2: Kis tarikh ko main Munich ja raha hoon?,A2: Aap twenty-eight February ko Munich ja rahe hain.
Q3: Oktoberfest kab shuru hota hai?,A3: Oktoberfest bees September ko shuru hota hai.
Q4: Kya Oktoberfest bees September ko shuru hota hai?,"A4: Ji haan, Oktoberfest bees September ko shuru hota hai."
Q1: Kya aap twenty ke baad numbers kaise form karte hain? English se kya difference hai?,"A1: Twenty ke baad numbers form karne ke liye, 'twenty' ke baad arithmetically corresponding number jod diya jata hai. English se iska major difference ye hai ki English mein 'twenty one', 'twenty two', etc. form karne ke liye direct jo corresponding number hota hai woh 'twenty' ke baad add kar dete hain, jabki Hindi uchcharan mein 'twenty one' ko 'इक्कीस (21)', 'twenty two' ko 'बाईस (22)' etc. kahte hain."
Q2: Aap tarikh kaise batate hain?,"A2: Tarikh batane ke liye, sabse pehle din bataya jata hai, phir mahina aur uske baad saal. Jaise, 5 September 2022 ko 'पांच सितम्बर दो हज़ार बीस दो' kaha jayega."
Q3: Kisi din kuch hone par tarikh mein kya badal jata hai?,"A3: Kisi din kuch hone par, tarikh mein woh din particular event or occasion ke hisaab se denote kar diya jata hai. Jaise, agar 5 September ko Teacher's Day hai, toh us tarikh ko 'Teachers' Day' kaha jayega."
Q4: Saal ke hawale se English German se kaise alag hai?,"A4: Saal ke hawale se, English aur German mein kafi difference hai. English mein, hum saal ko 'year' keh kar denote karte hain, jabki German mein, saal ko 'Jahr' kehte hain. German language mein, sabhi alphabets ka uchcharan method alag hota hai comparing to English."
Conjunctions ka kya kaam hota hai?,Conjunctions ka kaam hai clauses ko connect karna
Conjunctions kaun kaun se hote hain?,"Conjunctions 'and', 'or', 'but', 'because' jaise words hote hain"
Clauses ko kis se connect kiya jaata hai?,Clauses ko conjunctions se connect kiya jaata hai
Conjunctions ka udaharan kya hai?,"'and', 'or', 'but', 'because' Conjunctions ke udaharan hain"
Conjunctions se clauses ke beech ka rishta kya hota hai?,Conjunctions do clauses ke beech ek rishta banate hain aur unhe connect karne ka tareeqa batate hain.
Konsa conjunction do clauses ko simply jodne ke liye istemaal hota hai?,'And' conjunction do clauses ko simply jodne ke liye istemaal hota hai.
Agar pehle clause ke liye wajah batani ho to konsa conjunction istemaal karte hain?,Agar pehle clause ke liye wajah batani ho to 'because' conjunction istemaal karte hain.
Conjunctions ka kya kaam hota hai?,Conjunctions ka kaam hai do clauses ko ek sath jodna aur unke beech ka rishta batana.
Conjunctions se clauses ke beech ka rishta kya hota hai?,Conjunctions do clauses ke beech ek rishta banate hain aur unhe connect karne ka tareeqa batate hain.
Konsa conjunction do clauses ko simply jodne ke liye istemaal hota hai?,'And' conjunction do clauses ko simply jodne ke liye istemaal hota hai.
Agar pehle clause ke liye wajah batani ho to konsa conjunction istemaal karte hain?,Agar pehle clause ke liye wajah batani ho to 'because' conjunction istemaal karte hain.
Conjunctions ka kya kaam hota hai?,Conjunctions ka kaam hai do clauses ko ek sath jodna aur unke beech ka rishta batana.
Clause 1 mein kaun Siemens ke liye kaam kar raha hai?,"Wo insan, jis ki baat 'He works for Siemens' clause mein ki gayi hai."
Clause 2 mein kaun Ford ke liye kaam kar raha hai?,"Wo aurat, jis ki baat 'she works for Ford' clause mein ki gayi hai."
"Bataiye, 'They’ve lived in England for seventeen years' ke clause ke baad kya kiya gaya tha?",Unho nay sirf ek saal London mein guzara.
Kis wajah se 'He' German nahi bol sakta?,Kyunki wo German nahi samajhta.
Milawat Giroh ka taruf kiya hai?,Milawat Giroh wo hai jab hum conjunctions jaise ke 'aber' (magar) or 'oder' (ya) jin ka maamooli taur par do mukhayya jumley milate hain or in per lafz ki tarteeb ka koi asar nahi hota.
Milawat Giroh main kon se lafz ate hain?,'aber' (magar) or 'oder' (ya) Milawat Giroh main ate hain.
Zere Tasht giroh kisay kehte hain?,Zere Tasht giroh aam taur par aik zere tashte jumla taqreeb karate hain or muqarar fiqra ko jumla ke akhir mein bhejte hain.
Zere Tasht giroh main kon kon se lafz shamil hain?,Zere Tasht giroh main 'dass' (wah) or 'obwohl' (halan ke) shamil hain.
Kon sa fiqra english fiqron ke siwa kaam karta hai?,In tamam fiqron ka kaam english fiqron ke siwa kaam karta hai.
In fiqron ka matlub or istemaal kis daakhle mein wazeh kiya gaya hai?,In fiqron ka matlub or istemaal agle daakhle mein wazeh kiya gaya hai.
Kaun se fiqra ka istemaal aik manfi bayan ke baad hota hai?,'sondern'  fiqra ka istemaal aik manfi bayan ke baad hota hai.
'aber' fiqra ka Urdu mein kya matlab hota hai?,'aber' fiqra ka Urdu mein 'magar' matlab hota hai.
Und kis tarah istamal kia jata hai?,"Und jaisa ke English main 'and' hota hai, wohi istamal kia jata hai."
